response,onset,offset,subject,trial
number one,1.98425742533957,2.84681152467825,S52,47
number two,1.52943120862899,2.28781031307015,S52,48
number two,2.03117905032486,2.74398722684789,S52,49
number two,3.5477079844218,4.25526736068106,S52,5
number one,2.41979600171265,3.0813690299324,S52,50
number one,1.49583488791704,2.17234440992398,S52,51
number two,2.24818166097108,3.00558642781841,S52,52
number one,1.45269673028627,2.26119597407302,S52,53
number two,1.99498612184424,2.6992171131552,S52,54
number three,2.42325526747155,3.17387222234821,S52,55
number one,2.56561831611865,3.31225230367384,S52,56
number one,1.91179761357203,2.59166231507276,S52,57
number two,3.43305608421675,4.08845694701507,S52,58
number one,1.58549936647879,2.26593156807983,S52,59
number one,1.42076722025392,2.02419461942112,S52,6
number two,2.99864830899166,3.66316224791196,S52,60
number one,2.5133268068147,3.25658457697123,S52,61
number two,3.4642348313973,4.08807046360727,S52,62
number two,1.81259318828537,3.0801191062515,S52,63
number two,2.08294180617798,2.73149645326974,S52,64
number one,1.73769114285598,2.46425769049393,S52,65
number two,1.97019855138112,2.67672267432203,S52,66
number four,2.54841793521124,3.29574554562971,S52,67
number two,2.74205534011764,3.46876360578137,S52,68
number three,2.06659382597385,2.85645683537113,S52,69
number two,2.88913129734328,3.62403785659917,S52,7
number two,3.15285871168708,4.01884000086059,S52,70
number one,2.46553588180008,3.16160856200474,S52,71
number two,2.36186971733731,3.07053185660964,S52,72
number one,2.00198488503872,2.73854904279859,S52,73
number three,4.81767928844045,5.50419071188324,S52,74
number two,3.02220778216407,3.77542966926064,S52,75
number three,2.38755510200205,3.1493037252055,S52,76
number two,2.4175529284341,3.15027489490254,S52,77
number one,2.08565483764238,2.76731205237031,S52,78
number two,3.42588416824974,4.20089588214121,S52,79
number two,3.35688521316724,3.94117031690016,S52,8
number three,2.18197633032185,2.88032591889649,S52,80
number one,3.3860915336873,4.01545301757481,S52,81
number two,4.79118556676453,5.4990719202118,S52,82
number one,3.74111992439224,4.26369206120491,S52,83
number one,3.66513743078221,4.32960866589563,S52,84
number three,3.20275820849467,3.95223545319202,S52,85
number four,3.22213820007873,3.94259810333228,S52,86
number one,4.84554550411212,5.61434967540881,S52,87
number three,3.53483519319344,4.17660684295942,S52,88
number three,2.57197948077427,3.3445407497472,S52,89
number four,2.44709133230179,3.03615266843553,S52,9
number one,2.9549279065075,3.71073128059669,S52,90
number four,2.30340909188703,2.95824862989046,S52,91
number one,3.71594898182084,4.34622702756345,S52,92
number one,2.25552696695398,2.90580358225862,S52,93
number two,4.08583575664645,4.78705529224255,S52,94
number one,1.72516300499742,2.36748164028982,S52,95
number four,2.35864049391589,3.16376425296734,S52,96
number two,2.00716078258525,2.71487841412885,S52,97
number one,2.42146348690771,3.19812610066678,S52,98
number one,3.37662113338369,4.14462691095756,S52,99
number three,5.01699966991384,6.63858881672736,S53,14
number one,2.08754841034342,2.57409109408929,S53,15
number one,1.95086674035942,2.40668152306368,S53,16
number two,2.5479316909657,3.02008633177749,S53,19
number four,4.7496880517144,5.24067297803813,S53,2
number two,3.2005435268902,3.70415820876603,S53,20
number two,5.07804709862405,5.76265391134657,S53,21
number one,3.48474445884574,4.0640511150923,S53,22
number three,6.10002501754612,6.66861123893955,S53,23
number four,4.73058638071863,5.34662542818649,S53,25
number two,5.19697183490885,5.69322544807307,S53,26
number one,7.18174107638325,7.99238398847586,S53,29
number two,3.32503681865942,3.83664684637852,S53,3
number one,1.70347660933479,2.48009463529549,S53,30
number one,1.96152745888508,2.70265380668038,S53,31
number two,7.16239909103226,7.91546460683598,S53,32
number four,4.17390504644175,4.74930147837121,S53,33
number two,2.02273172717245,2.71875594692959,S53,34
number two,2.66463250788534,3.33088725493331,S53,35
number two,2.85982133713388,3.36364671205691,S53,36
number one,2.48447340751841,3.19907053861805,S53,37
number one,4.15314648789681,4.88269351005639,S53,38
number two,4.15958753379119,4.85484266635965,S53,39
number one,2.04427701962627,2.74771516452266,S53,40
number two,1.88346991767616,2.49959730341121,S53,41
number two,7.39620580474832,8.11081413513065,S53,42
number three,4.21752391419,4.9880229451555,S53,43
number one,1.79523627404633,2.41084430613001,S53,44
number one,2.90125898389672,3.5976613626104,S53,45
number three,3.86645933069071,4.52875769563032,S53,46
number one,1.18550056665114,1.90044204952688,S53,47
number two,1.7619400111527601,2.44324994345118,S53,48
number two,4.26665485411762,5.06847503410858,S53,49
number one,1.77171052432142,2.51065719864035,S53,50
number one,7.90069327009945,8.56094750428308,S53,51
number one,1.89092638535883,2.62728654870787,S53,52
number three,5.11674836638362,5.76361684110063,S53,53
number one,5.4033762832996,6.27971492030154,S53,54
number one,3.68728647195266,4.54002455701487,S53,55
number two,4.86800024654703,5.57801990634702,S53,56
number two,3.04741567190172,3.97284819622353,S53,57
number one,1.93038769637268,2.64037428165556,S53,58
number four,4.48461424014573,5.24885538407744,S53,59
number four,4.47032055649852,5.21344131860796,S53,6
number two,4.34415769241281,5.09659897903943,S53,60
number one,2.5548105206581,3.39835074998173,S53,61
number two,3.83262418963654,4.63164465362177,S53,62
number two,3.3089509505144,4.12373393388469,S53,63
number two,5.92909442770754,6.64129595897395,S53,64
number three,6.12716122838571,6.93619604908379,S53,65
number two,2.99873603321717,3.86808506182768,S53,66
number four,6.87473682790494,7.47568970892913,S53,67
number two,5.74489607131567,6.55239365963213,S53,69
number one,4.81976591367093,5.21645256576574,S53,7
number one,1.32438379309897,2.11496125393201,S53,70
number one,4.72513880539822,5.33886996330287,S53,71
number two,1.79467377001232,2.58470728063856,S53,74
number four,3.0856094474032,3.83255722420603,S53,75
number two,3.39096831463588,4.19522062296155,S53,76
number two,5.34962493799982,6.65575091074125,S53,77
number three,1.91682736067331,2.82802507336809,S53,78
number four,1.77131793461038,2.53165335487131,S53,79
number one,2.02471803412079,2.5324207681762,S53,8
number two,5.77426800786702,6.61033067500585,S53,80
number one,2.14170091170069,3.13202574323173,S53,81
number three,6.08443820556402,6.87472553170911,S53,82
number three,3.1231055397684,3.99952330441251,S53,83
number four,2.41282681020666,3.33964888291129,S53,84
number two,4.04543309882291,4.91786119750918,S53,85
number two,4.26680876226605,5.24049418104422,S53,86
number two,5.3954337241065,6.64578234975216,S53,87
number two,2.40417847214106,3.2691796670801,S53,88
number one,3.88717121354055,4.59501402585138,S53,90
number one,2.00743532123508,2.72895800501584,S53,91
number one,0.8493791895309,1.5143678943042,S53,92
number one,5.21319473901194,5.92108109245921,S53,93
number one,2.35525236550443,3.24152152159835,S53,94
number three,5.84454525039351,6.54294319474948,S53,95
number two,2.85073178376972,3.56129801043134,S53,97
number two,5.5123649880729,6.16936180098731,S53,98
number two,6.53015687950537,7.67876117326151,S54,1
number two,2.85170505376838,4.10117008740984,S54,10
number two,6.9932537575648,7.77709218087326,S54,100
number one,4.24059440163791,5.2394620878696,S54,11
number two,3.41818340967182,4.30362172552299,S54,12
number three,5.54967762773685,6.57689289644114,S54,13
number two,2.22692012709577,3.1417411740717,S54,14
number one,4.82166233949488,5.86179519578296,S54,16
number two,4.07389927507031,5.52808531225124,S54,18
number two,3.39641427189447,4.46167015457065,S54,19
number two,2.66724958060838,3.66611653417671,S54,2
number two,3.57124142439835,4.69346920943492,S54,20
number one,3.631997992735,4.60072799058934,S54,21
number two,2.50810713864142,3.56864948396659,S54,22
number two,4.17575873357007,5.17703991755405,S54,23
number one,8.15734570255147,9.20501630408553,S54,24
number one,3.29418677992324,4.42070723954738,S54,25
number two,3.36798794478044,4.37162851409476,S54,26
number one,2.07644797440873,2.94737955586258,S54,27
number four,7.94902100708648,9.81831819104255,S54,28
number three,3.14824781078058,4.01565821215799,S54,29
number one,5.08704511946386,5.88866748034941,S54,3
number two,3.25914876690626,4.24168329366678,S54,30
number four,8.39945406346144,9.48049339876133,S54,31
number two,4.23279066470592,5.14361534708763,S54,32
number one,2.84012877740776,3.76060085682847,S54,33
number three,4.36925590671063,5.4761197412264,S54,34
number one,3.08890627975839,4.06704262840846,S54,35
number one,8.37693241064269,9.75075323258631,S54,36
number two,3.77590033219887,4.72573431417186,S54,37
number four,5.95969239536143,6.87399639134224,S54,38
number two,6.84282859302082,8.16137205827426,S54,39
number four,8.8048438141989,9.8408398438613,S54,4
number one,1.84827133198779,2.71388859214085,S54,40
number three,3.78620521435346,5.20963341596148,S54,41
number two,3.68736250922855,4.83985661739409,S54,42
number three,4.16305316402995,5.2039899613491,S54,43
number two,4.67275242045418,5.80032132133704,S54,44
number one,2.66772052265645,3.69555374056623,S54,45
number two,3.79995019517338,4.75664902343534,S54,46
number two,5.19919549609741,6.24584319492392,S54,47
number two,4.38408872514444,5.39159461697891,S54,48
number one,2.74149846712483,4.91117841534995,S54,49
number two,3.95338309706878,4.97850148325564,S54,5
number two,2.45271132075362,3.34583077453564,S54,50
number two,1.76307409029087,2.7036061783291,S54,51
number four,5.20334778540872,6.22765846258154,S54,52
number two,6.51284815513235,7.5383423976195,S54,53
number three,5.51668250266172,6.86798167178659,S54,54
number one,2.90196577996957,3.83610276359454,S54,55
number three,3.14267503996214,4.1466026039786,S54,56
number four,2.71619759891876,3.84635133611241,S54,57
number three,3.75113411363919,4.94553290230244,S54,58
number two,3.03279392331341,4.06688858690754,S54,59
number two,2.00282767118301,2.94881307722679,S54,6
number one,3.2598333109464,4.16943779484612,S54,60
number two,6.98058993588033,8.10667257681772,S54,61
number one,3.1017536425289,4.02373846244199,S54,62
number four,5.4165651299925,7.67883823549079,S54,64
number three,5.9717885975486,6.85596160378845,S54,65
number two,5.28309254720494,6.16051918928668,S54,66
number two,2.3803498463636,3.26553099737772,S54,67
number two,2.65508763409629,3.56895799803809,S54,68
number two,5.44478959090831,6.28383932653895,S54,69
number one,2.21182700306381,3.09675308256476,S54,7
number one,3.33736595197101,4.00739286862706,S54,71
number four,7.05322713746296,7.94771238040191,S54,72
number four,3.71234945560981,4.55446538737443,S54,73
number three,6.82736289222929,7.79470553969087,S54,74
number one,2.57317239626853,3.4207240621182202,S54,75
number four,6.4950903833283,7.87499063644605,S54,76
number two,6.6025756280117,7.80880420851134,S54,77
number two,2.03044725841443,2.75130510253507,S54,78
number two,4.87063410850279,5.71909699823172,S54,79
number two,5.6215562498413,6.64027189098279,S54,8
number one,6.78167624536779,7.56502127224084,S54,80
number one,1.27319879308249,2.3120216472947,S54,81
number one,1.88771415197415,3.22579324821646,S54,82
number two,3.9778624542788,4.71737621003326,S54,83
number one,2.93383026593548,3.6361342479608,S54,84
number one,5.86883113563401,6.65267719957459,S54,85
number two,3.85270211090391,4.80965203336371,S54,86
number one,2.69583766583534,3.43034000425255,S54,87
number three,4.41314468841359,5.38499038951136,S54,88
number two,6.37177642138144,7.22665597675945,S54,89
number one,3.11353538560479,4.06476006728873,S54,9
number two,5.33506725907732,6.24826681738599,S54,90
number one,2.06786232441519,2.8316603116842902,S54,91
number four,8.89493042547389,9.7957965382238,S54,92
number one,3.11731964842238,3.8825103240601,S54,93
number two,1.72401091629631,2.47581583246741,S54,94
number one,7.23113566890129,7.9996707434149,S54,95
number one,7.43775455738896,8.33374322552909,S54,96
number one,5.33643932898116,6.66649586616993,S54,97
number one,5.61991991873251,6.34052311000475,S54,98
number three,3.97371988419267,4.85859792191088,S54,99
number two,5.16272033949061,5.93569587725679,S55,1
number two,1.70689130900387,2.33983331869945,S55,10
number three,3.57390294614013,4.3978854599081,S55,100
number two,1.65158057697821,2.22366924319946,S55,11
number one,1.233504621497,1.78185918171582,S55,12
number one,0.862581677717672,1.36116222969229,S55,13
number three,2.01011846003467,2.74487649796221,S55,14
number two,1.43587356633966,2.06909252278283,S55,15
number three,2.59416535048928,3.22454199178603,S55,16
number three,2.36822705818801,3.0389121158678,S55,17
number four,2.38028237078232,3.01687691662698,S55,18
number one,3.41525495424828,4.04821015188421,S55,19
number three,3.64192364136013,4.48250286407408,S55,2
number two,1.45617243639057,2.09072117682016,S55,20
number two,2.98356486309371,3.66269417992002,S55,21
number two,2.21491055362795,2.85618074766163,S55,22
number one,2.25850211047749,2.87990739367805,S55,23
number two,2.68690347121554,3.46991105428124,S55,24
number one,1.63544065998625,2.1913321281215,S55,25
number two,0.977731474229148,1.70479497695309,S55,26
number one,1.48342394053099,2.09612141511019,S55,27
number one,1.54136918266751,2.10079051817325,S55,28
number two,3.33178685311204,3.94162066064138,S55,29
number two,3.05494200853262,3.8788943784369,S55,3
number one,4.60036090531605,5.30718228024606,S55,30
number two,1.41624268213711,1.98900811996451,S55,31
number one,1.87214987811234,2.43174056351891,S55,32
number four,3.02437334043513,3.79094874981078,S55,33
number one,1.19319815112984,1.75116106789754,S55,34
number two,2.00294630682429,2.71951147635736,S55,35
number two,2.09552008069376,2.74461731733181,S55,36
number four,2.06760360431605,2.78283836186553,S55,37
number one,1.95855071823299,2.65761046692946,S55,38
number one,1.14081371995475,1.88780503789401,S55,39
number two,4.1684736176261,4.98621164163303,S55,4
number four,3.46245884224847,4.35687814548562,S55,40
number one,6.55987158388443,7.49190352102889,S55,41
number one,1.51724324830368,2.13019684105799,S55,42
number two,1.51829531101269,2.43234810812948,S55,43
number one,1.95458891441581,2.65806662313328,S55,44
number two,2.38046914411546,3.11459175358322,S55,45
number two,1.81475596166039,2.46761176130138,S55,46
number one,1.46247481430957,2.1500940247427,S55,47
number one,1.43737018746297,1.99967863524588,S55,48
number one,4.42219734345572,5.16838461569772,S55,49
number one,1.91196356453514,2.58173551434421,S55,5
number two,1.84936955248806,2.48272897096269,S55,50
number four,1.23398967177263,2.61070440929599,S55,51
number two,2.41524605684653,2.99568331731359,S55,52
number one,1.78940151134107,2.42226439339448,S55,53
